Year Term,Course Code,Course Title,Enrollment,Number Non-passing
2015 - Spring,ART108,Beg Graphic Design,49,5
2015 - Spring,PSYC322,Learning and Motivation,49,5
2015 - Spring,COMM108,Oral Interpretation,51,5
2015 - Spring,HED344,Weight Control,60,5
2015 - Spring,BOT330,Plant Ecology,61,5
2015 - Spring,ART302,Fascism East and West,62,5
2015 - Spring,ART290,Beg Ceramics,69,5
2015 - Spring,ENVS301,Internat Envr Issues and Globa,84,5
2015 - Spring,WLDF301,Principles of Wldlfe Mngmnt,104,5
2015 - Spring,PHYX315,Intro To Electronics,14,4
2015 - Spring,PE347,Master Swim,19,4
2015 - Spring,WS303,Third World Women's Movements,20,4
2015 - Spring,MUS108T,Beginning Strings,21,4
2015 - Spring,BA462,Problems In Financial Mgmt,21,4
2015 - Spring,MUS108K,Beginning Piano,22,4
2015 - Spring,FREN106,French Level II,22,4
2015 - Spring,MATH241,Elements of Linear Algebra,22,4
2015 - Spring,JMC134,Photojournalism and Photoshop,23,4
2015 - Spring,ANTH333,Primatology,24,4
2015 - Spring,ART345,"Intmdte Sculpture,   Metals",24,4
2015 - Spring,HIST393,Imperial China,26,4
2015 - Spring,SPAN107,Spanish Level III,26,4
2015 - Spring,ENGR225,Comp Methds For Env Engrng I,26,4
2015 - Spring,ENGR313,Systems Analysis,26,4
2015 - Spring,ENGL308C,Women In Lit (Non-Domestic),27,4
2015 - Spring,BA464,International Business Finance,27,4
2015 - Spring,SPAN396,International Latino Film Sem.,28,4
2015 - Spring,ES106,Intro To Black Studies,29,4
2015 - Spring,PSCI352,Water Politics,30,4
2015 - Spring,PE114,Badminton Beginning,30,4
2015 - Spring,PE241,Soccer Intermediate,31,4
2015 - Spring,KINS378,Sport In Society,31,4
2015 - Spring,HIST391,"Buying and Believing,  Ads and",33,4
2015 - Spring,PSYC486,History and Systems of Psych,33,4
2015 - Spring,SOC320,Social Ecology,34,4
2015 - Spring,ART104C,Medieval Art,35,4
2015 - Spring,HIST350,History of The Soviet Union,35,4
2015 - Spring,KINS475,Elementary School P.E.,38,4
2015 - Spring,ENGL220,"Literature, Identity and Rprsn",40,4
2015 - Spring,FOR222,Forest Health and Protection,41,4
2015 - Spring,FISH474,Genetic Applications Fish Mgmt,47,4
2015 - Spring,GSP216,Introduction To Remote Sensing,48,4
2015 - Spring,FOR250,Intro To Forest Operations,48,4
2015 - Spring,PSYC302,Psychology of Prejudice,48,4
2015 - Spring,ART100,Global Perspectives In Art,49,4
2015 - Spring,WSHD310,Hydrology and Watershed Mgmt,49,4
2015 - Spring,WLDF311,Wildlife Techniques,55,4
2015 - Spring,MATH210,Calculus III,68,4
2015 - Spring,BA210,Legal Environment of Business,74,4
2015 - Spring,GEOL305,Life Fossils and Evolution,75,4
2015 - Spring,SOC303,Race and Inequality,77,4
2015 - Spring,BA340,Principles of Marketing,134,4
2015 - Spring,PSCI330,"Pol. Regimes and Change,  Afri",10,3
2015 - Spring,MATH205,Multivariate Calc and Biosci a,10,3
2015 - Spring,SPAN207L,Spanish Laboratory Level IV,11,3
2015 - Spring,PSCI350,The President and Congress,13,3
2015 - Spring,FILM465,Documentary Film Seminar,13,3
2015 - Spring,ENGR371,Energy Systems and Technology,13,3
2015 - Spring,INTL410,Global Issues Analysis,14,3
2015 - Spring,OCN420,Oceans and Climate,14,3
2015 - Spring,PSCI323,Contemporary Political Theory,15,3
2015 - Spring,PHYX361,Galaxies and Cosmology,15,3
2015 - Spring,ECON470S,Sustainable Rural Econ Devlpmt,15,3
2015 - Spring,SOC492,Senior Project,16,3
2015 - Spring,AIE340,Instructional Practices,16,3
2015 - Spring,PHIL371,Contmpry Soc and Political Phi,17,3
2015 - Spring,SOIL468,Introduction To Agroforestry,17,3
2015 - Spring,MATH343,Intro Algebraic Struct (4) S.,17,3
2015 - Spring,RS330,Introduction To Judaism,18,3
2015 - Spring,RS393,Religion and The Body,18,3
2015 - Spring,SOC310,Sociological Theory,18,3
2015 - Spring,NAS392,Indigenous Identities In Film,19,3
2015 - Spring,FOR430,Forest Ecosystems,19,3
2015 - Spring,GEOL306,General Geomorphology,19,3
2015 - Spring,PHYX320,Modern Physics,19,3
2015 - Spring,ZOOL430,Comparative Animal Behavior,20,3
2015 - Spring,ART359,Advanced Ceramics,21,3
2015 - Spring,GEOG471,Sacred Landscapes,21,3
2015 - Spring,CS461,Computational Models,22,3
2015 - Spring,ECON210L,Supplemental Instruction,22,3
2015 - Spring,SED410,Observation and Participation,22,3
2015 - Spring,HIST210,Historical Methods,23,3
2015 - Spring,HIST342,"Musketeers, Witches and Kings",23,3
2015 - Spring,WSHD424,Watershed Hydrology,23,3
2015 - Spring,GEOL334,Structural Geology,23,3
2015 - Spring,CRGS330,Women of Color Feminisms,25,3
2015 - Spring,WLDF422,Wildlife Mgmt (Mammals),25,3
2015 - Spring,PSYC325,Adv Behavorial Neuroscience,25,3
2015 - Spring,ANTH339,Evolutionary Medicine,26,3
2015 - Spring,CRIM325,Law and Society,27,3
2015 - Spring,EED310,Explrng Teach As A Career,27,3
2015 - Spring,KINS455,Exercise Prescriptn and Leader,27,3
2015 - Spring,PSYC414,Adolescence and Young Adulthoo,27,3
2015 - Spring,COMM214,Persuasive Speaking,28,3
2015 - Spring,MATH301,"Math and Cult, An Hist Perspct",28,3
2015 - Spring,PSCI240,Into To Internat'l Relations,30,3
2015 - Spring,PHIL303,Theories of Ethics,31,3
2015 - Spring,REC480,Expedition Planning and Ldrshp,31,3
2015 - Spring,ART280,Beg Jewelry,32,3
2015 - Spring,BA452,"Cost Acctg, Planning and Contr",33,3
2015 - Spring,REC200,Leisure In Society,33,3
2015 - Spring,PSYC454,Interviewing and Counslng Tech,35,3
2015 - Spring,WLDF111,Introduction To Wildlife,38,3
2015 - Spring,CRIM125,Introduction To Cjs,40,3
2015 - Spring,CRIM225S,Inequalities and Crime,42,3
2015 - Spring,KINS492,Senior Seminar In Kinesiology,43,3
2015 - Spring,PSYC433,Stress and Wellness,44,3
2015 - Spring,ENGL320,Practical Criticism,45,3
2015 - Spring,CHEM128,Intro To Organic Chemistry,46,3
2015 - Spring,ART251,Beginning Digital Photography,47,3
2015 - Spring,WLDF460,Conservation Biology,49,3
2015 - Spring,ZOOL310,Animal Physiology,52,3
2015 - Spring,PSYC321,Intro Behavioral Neuroscience,53,3
2015 - Spring,PHIL302,Environmental Ethics,60,3
2015 - Spring,KINS165,Foundations of Kinesiology,66,3
2015 - Spring,PSYC311D,Human Development Discussion,72,3
2015 - Spring,CS309,Computers and Social Change,74,3
2015 - Spring,EMP309B,Environmental Communication,74,3
2015 - Spring,COMM300,American Public Discourse,78,3
2015 - Spring,NAS200,Indian In Am Hist,79,3
2015 - Spring,BIOL499,Directed Study,81,3
2015 - Spring,COMM105,Intro To Human Communication,87,3
2015 - Spring,PSYC311,Human Development,92,3
2015 - Spring,TA106,Behind The Scenes In Theatre,105,3
2015 - Spring,ECON309,The Econ of A Sustainable Soc,113,3
2015 - Spring,BA370,Principles of Management,137,3
2015 - Spring,ART333,Advanced Printmaking,10,2
2015 - Spring,WS318,Gay and Lesbian Issues In Scho,10,2
2015 - Spring,MUS318,Jazz Improvisation,10,2
2015 - Spring,CHEM363,Physical Chemistry II Lab,10,2
2015 - Spring,ENGR443,Groundwater Hydrology,10,2
2015 - Spring,MUS106J,Am Jazz Band,11,2
2015 - Spring,MUS215,Theory II,11,2
2015 - Spring,MATH361,Intro To Math Modeling (4) S.,11,2
2015 - Spring,ART372,Web Media and Design,12,2
2015 - Spring,MUS112,Piano I,12,2
2015 - Spring,REC480L,Special Topic Lab,12,2
2015 - Spring,JMC322,Editing,13,2
2015 - Spring,MUS217,Ear Training II,13,2
2015 - Spring,ENGL328,Structure of American English,14,2
2015 - Spring,HIST392,Imperialism,14,2
2015 - Spring,MUS216,Ear Training I,14,2
2015 - Spring,PHIL342,"Descartes, Locke, Hume",14,2
2015 - Spring,GERM306,Sex and Clss and Cltr Intrl Sh,14,2
2015 - Spring,FISH220,Water Resources and Conservati,14,2
2015 - Spring,MUS106N,Humboldt Chorale,15,2
2015 - Spring,PSYC478,Analysis of Variance,15,2
2015 - Spring,ART395,Documentary Photography,16,2
2015 - Spring,JMC327,Newspaper Lab,16,2
2015 - Spring,JMC480,Centennial Documentary,16,2
2015 - Spring,ART339,Advanced Photography,17,2
2015 - Spring,ART250,Beg Photography,17,2
2015 - Spring,ART367,Intermediate Photo - Color,17,2
2015 - Spring,WS300,Psychology of Women,17,2
2015 - Spring,MUS107I,Intermediate Orchestra,17,2
2015 - Spring,PSCI373,Polits. of Sustainable Society,17,2
2015 - Spring,ART326,Inter Painting,18,2
2015 - Spring,PE197,Tappin' Dancin' Feet,18,2
2015 - Spring,HIST374,Contemporary U.S. 1929-Present,19,2
2015 - Spring,JMC330,Internat'l Mass Communication,19,2
2015 - Spring,RS322,"Sacred Texts,  Buddhist Texts",19,2
2015 - Spring,GERM106,German Level II,19,2
2015 - Spring,EMP353,Env. Educ. and Interp. Graphic,19,2
2015 - Spring,FOR479,Forestry Capstone,19,2
2015 - Spring,CS449,Computer Security,20,2
2015 - Spring,FREN105,French Level I,21,2
2015 - Spring,BIOL430,Intertidal Ecology,21,2
2015 - Spring,FISH320L,Limnology Practicum,21,2
2015 - Spring,PSCI280,Core Discussion Seminar,22,2
2015 - Spring,TA448,Critical Analysis Stage and Fi,22,2
2015 - Spring,SCI431,Nature  Pract of Sci-Elem Educ,22,2
2015 - Spring,ENGL406,Theory of Composition,23,2
2015 - Spring,ENGL101,Critical Writing,23,2
2015 - Spring,MUS322,Music In The K-8 Classroom,23,2
2015 - Spring,PSCI210,Intro To U.S. Politics,23,2
2015 - Spring,DANC245,Middle Eastern Dance,23,2
2015 - Spring,BOT355,Lichens and Bryophytes,23,2
2015 - Spring,ENGR331,Thermo and Energy Systems,23,2
2015 - Spring,JMC154,Radio Production,25,2
2015 - Spring,DANC484,Creative Dance For The Classrm,25,2
2015 - Spring,TA108,Movement and Voice For Perform,25,2
2015 - Spring,SOIL460,Forest and Range Soils Mgmt,25,2
2015 - Spring,ENGL330,American Literature,26,2
2015 - Spring,PSCI104,People and Politics,26,2
2015 - Spring,TA105,Acting I,26,2
2015 - Spring,TA307,Theatre of The Oppressed,26,2
2015 - Spring,PHYX340,Math and Computational Methods,26,2
2015 - Spring,CHIN109,Intro To Chinese Studies,27,2
2015 - Spring,ZOOL476,Prin of Animal Development,27,2
2015 - Spring,ENGR322,Envrnmntl Data Modeling and An,27,2
2015 - Spring,EDUC110,Intro To Education,27,2
2015 - Spring,TA241,Theatre History II,28,2
2015 - Spring,EED210,Direct Experience W and Childr,28,2
2015 - Spring,CHEM370,Earth System Chemistry,29,2
2015 - Spring,REC220,Leisure Programming,29,2
2015 - Spring,SW442,Soc Wk and Community Justice,29,2
2015 - Spring,COMM309B,Gender and Communication,30,2
2015 - Spring,ENGL342,Postcolonial Shakespeares,30,2
2015 - Spring,SOC305,Modern World Systems,30,2
2015 - Spring,SW431,Juvenile Delinquency,30,2
2015 - Spring,CHEM322,Organic Chemistry,33,2
2015 - Spring,ECON305D,Intl Econ and Global-Addl Dept,33,2
2015 - Spring,TA480,History of Costume,34,2
2015 - Spring,PHIL304,Philosophy of Sex and Love,35,2
2015 - Spring,NAS332,Environmental Justice,37,2
2015 - Spring,CD109Z,Amer Sign Language II,37,2
2015 - Spring,ENGL205,Beginning Creative Writing,38,2
2015 - Spring,PSCI306,Environmental Politics,39,2
2015 - Spring,ENGR210,Solid Mechanics Statics,39,2
2015 - Spring,CD251,"Chldrn, Families and Their Com",40,2
2015 - Spring,MUS305,Jazz - An American Art Form,43,2
2015 - Spring,KINS483,Eval Techniques of Kinesiology,43,2
2015 - Spring,ECON305,Internat'l Econ and Globalizat,44,2
2015 - Spring,PSYC418,Developmental Psychopathology,44,2
2015 - Spring,SOIL363,Wetland Soils,45,2
2015 - Spring,BA310,Business Law,45,2
2015 - Spring,SW355,Social Agency Experience,45,2
2015 - Spring,ENVS230,Environmental Problem Solving,46,2
2015 - Spring,BA378,Small Business Management,46,2
2015 - Spring,ART105B,Beginning Drawing,48,2
2015 - Spring,COMM322,Intercult Communication,49,2
2015 - Spring,WLDF475,Wildlife Ethology,49,2
2015 - Spring,CD355,Language Development,49,2
2015 - Spring,ART437,Professional Practices In Art,52,2
2015 - Spring,FOR311,Forest Mensuration and Growth,54,2
2015 - Spring,SOC480,"Gender, Sexualities and Crime",56,2
2015 - Spring,PHIL106,Moral Controversies,63,2
2015 - Spring,SW356,Social Work Field Preparation,65,2
2015 - Spring,ECON309D,Econ Sustain Society-Add Depth,69,2
2015 - Spring,KINS484,Motor Development Motor Learn,69,2
2015 - Spring,ART106,Beg Painting,76,2
2015 - Spring,ANTH303,Human Biology and Evolution,81,2
2015 - Spring,KINS480L,Hpl Lab Techniques,88,2
2015 - Spring,PSYC400,Health Psychology,98,2
2015 - Spring,JMC325,Magazine Production Workshop,10,1
2015 - Spring,MUS371F,Woodwind Techniques II,10,1
2015 - Spring,MUS316,Ear Training III,10,1
2015 - Spring,MUS113,Piano II,10,1
2015 - Spring,MUS371T,String Techniques II,10,1
2015 - Spring,FILM475,Filmmaking IV,10,1
2015 - Spring,FREN324,"Intro To Language,   Wolof",10,1
2015 - Spring,MUS406B,University Singers,11,1
2015 - Spring,CHEM362,Physical Chemistry II,11,1
2015 - Spring,PE476,Water Safety Instructor,11,1
2015 - Spring,GSP118,Geospatial Programming I,12,1
2015 - Spring,JMC156,Video Production,12,1
2015 - Spring,MUS108C,Afro-Cuban Percussion,12,1
2015 - Spring,SPAN207,Spanish Level IV,12,1
2015 - Spring,GEOL457,Engineering Geology,12,1
2015 - Spring,OCN330,Chemical Oceanography,12,1
2015 - Spring,BA417,Small Business Consulting,12,1
2015 - Spring,MUS317,Ear Training IV,13,1
2015 - Spring,NAS468,Tribal Justice Systems,13,1
2015 - Spring,FREN312,Fren Vi Revolutn In Mod Fr Lit,13,1
2015 - Spring,BIOL498,Marine Biology Capstone Rsrch,13,1
2015 - Spring,REC485,Senior Seminar-Majors,13,1
2015 - Spring,ART343,Advanced Graphic Design,14,1
2015 - Spring,JMC150,Desktop Publishing,14,1
2015 - Spring,JMC125,Intro To Journalism Tools,14,1
2015 - Spring,MUS237,"Studio Guitar, Int.",14,1
2015 - Spring,PSCI371,Int'l Education Colloquium,14,1
2015 - Spring,MATH371,Geometry,14,1
2015 - Spring,PHYX316,Electronic Instrumentation,14,1
2015 - Spring,ANTH329,Anthropology of Art,15,1
2015 - Spring,JMC336,Public Affairs Video Product,15,1
2015 - Spring,NAS325,Native Tribes of California,15,1
2015 - Spring,CHEM432,Biochemistry,15,1
2015 - Spring,ENVS450,Applied Ecological Restoration,15,1
2015 - Spring,PHYX450,Quantum Physics I,15,1
2015 - Spring,ENGL436,Integrating Language and Conte,16,1
2015 - Spring,PSCI295,Political Research and Analysi,16,1
2015 - Spring,FISH434,Biology of Pacific Salmon,16,1
2015 - Spring,ART456,Museum and Gllry Prctcs Intrns,17,1
2015 - Spring,HIST377,Vietnam Wars,17,1
2015 - Spring,OCN260,Sampling Techniques and Fld St,17,1
2015 - Spring,PE193,Mexican Folklorico Dance,17,1
2015 - Spring,GEOG471M,Political Geography Depth Exp.,18,1
2015 - Spring,GEOG311,Geographic Research and Writin,18,1
2015 - Spring,ENGR445,Water Resources Planning and M,18,1
2015 - Spring,FISH471,Fish Diseases,18,1
2015 - Spring,ENGL315,"Creative Writing,  Fiction",19,1
2015 - Spring,PSCI220,Intro To Political Theory,19,1
2015 - Spring,SPAN435,Applied Linguistics,19,1
2015 - Spring,SPAN348,Contemporary Hispanic Poetry,19,1
2015 - Spring,ENGR211,Solid Mechanics Dynamics,19,1
2015 - Spring,JMC355,Advanced Krfh Workshop,20,1
2015 - Spring,PSCI412,Legal Research,20,1
2015 - Spring,SOC410,Contemporary Social Theory,20,1
2015 - Spring,EMP430,Nat Res Mgmt Protected Areas,20,1
2015 - Spring,ECON490,Capstone Experience,20,1
2015 - Spring,ART351,"Intermed Ceramics,   Low Fire",21,1
2015 - Spring,GEOL344,Geobiology,21,1
2015 - Spring,ECON280,Econ 310 Supplemental,21,1
2015 - Spring,COMM490,Capstone Experience,22,1
2015 - Spring,FILM375,Filmmaking II,22,1
2015 - Spring,SPAN310,Spanish Advanced Oral Skills,22,1
2015 - Spring,FOR365,Forest Financial Administratio,22,1
2015 - Spring,GEOL485,Senior Seminar,22,1
2015 - Spring,OCN304,Resources of The Sea,22,1
2015 - Spring,HIST311,World History To 1750,23,1
2015 - Spring,PSCI485,Senior Seminar In Poli Science,23,1
2015 - Spring,STAT410,Modern Statistical Modeling,23,1
2015 - Spring,PHYX109,"Gen Phyx I,  Mechanics",23,1
2015 - Spring,ART112,Scientific Drawing I,24,1
2015 - Spring,AHSS150,Marching Lumberjacks,24,1
2015 - Spring,ART122,Life Drawing I,25,1
2015 - Spring,COMM315,Communication and Soc. Advocac,25,1
2015 - Spring,COMM415,Communication Theory,25,1
2015 - Spring,ENGL326,Language Studies For Teachers,25,1
2015 - Spring,MUS349,"Music History,  1750 To Presen",25,1
2015 - Spring,MUS106B,University Singers,25,1
2015 - Spring,ZOOL354,Herpetology,25,1
2015 - Spring,WLDF420,Wildlife Mgmt (Waterfowl),25,1
2015 - Spring,COMM404,Theories of Comm Influence,26,1
2015 - Spring,DANC310,Ballet II,26,1
2015 - Spring,ECON323D,Econ Hist of U.S.-Addl Depth,26,1
2015 - Spring,COMM480,Act To End Sexualized Violence,27,1
2015 - Spring,ENGL350,Sexology and Literary Scandal,27,1
2015 - Spring,TA104,Story Through Word and Image,27,1
2015 - Spring,FOR285,Department Seminar,27,1
2015 - Spring,BA448,Consumer Behavior,27,1
2015 - Spring,SOC201S,Social Issues and Action,28,1
2015 - Spring,EMP325,Environmental Law and Regulati,28,1
2015 - Spring,KINS311,Concepts of Tchng Aquatics,28,1
2015 - Spring,CRGS360,"Race, Gender and Us Law",29,1
2015 - Spring,GSP316,Cartography,29,1
2015 - Spring,FISH320,Limnology,29,1
2015 - Spring,MATH308B,Math For Elementary Education,29,1
2015 - Spring,CD479,Policy Analysis and Advocacy,29,1
2015 - Spring,LSEE380,Math In The Elem Classroom,29,1
2015 - Spring,BA455,Govt'l and Nonprofit Accountin,31,1
2015 - Spring,DANC488,Dance Performance Ensemble,32,1
2015 - Spring,BA332,Intermed Business Stats,32,1
2015 - Spring,RRS370,Wildland Ecology Principles,34,1
2015 - Spring,CD256,Middle Childhood Development,34,1
2015 - Spring,ENGR410,Environ. Impact Assessment,35,1
2015 - Spring,ENGR416,Transport Phenomena,36,1
2015 - Spring,PSCI359,California Government,37,1
2015 - Spring,KINS276,Technique In Athletic Training,37,1
2015 - Spring,WLDF495,Senior Project,40,1
2015 - Spring,FOR431,Forest Restoration,42,1
2015 - Spring,ART105C,Color and Design,43,1
2015 - Spring,ENGL490,Senior Project Seminar,44,1
2015 - Spring,WLDF485,Senior Seminar Wildlife Mgmt,44,1
2015 - Spring,BA475,International Management,44,1
2015 - Spring,DANC303,Dance In World Cultures,46,1
2015 - Spring,ENGR215,Intro To Design,46,1
2015 - Spring,BA401,Adv Sustainable Mngmnt Apps,46,1
2015 - Spring,REC420,Legal and Fin Aspects Recreati,47,1
2015 - Spring,BA494,Business and Society,48,1
2015 - Spring,ENVS350,Princ of Ecologic Restoration,49,1
2015 - Spring,PSYC337,Personality Theory and Researc,49,1
2015 - Spring,PSYC323,Sensation and Perception,50,1
2015 - Spring,PSYC473,Substance Use and Abuse,51,1
2015 - Spring,MATH43,"Skills, quantitative Literacy",63,1
2015 - Spring,PHYX107,"Col Phyx,  Electromag, Mod Phy",64,1
2015 - Spring,PSYC487,Evolutionary Psychology,70,1
2015 - Spring,SW330,Social Work Policy,70,1
2015 - Spring,SW341,Soc Work Methods and Practice,70,1
2015 - Spring,GEOG301,Intnl Envir Issues and Glbalza,71,1
2015 - Spring,SW341M,Sw Methods and Practice Lab,71,1
2015 - Spring,WLDF244,Wildlife Policy and Animal Wel,72,1
2015 - Spring,ANTH374,Cultural Resource Management,12,0
2015 - Spring,ANTH357,Field Archaeology,27,0
2015 - Spring,ANTH338,Biological Anth Lab,20,0
2015 - Spring,ART357C,Curr and Dev Thru Art Educ II,20,0
2015 - Spring,ART301M,Topics In Western Ah Depth Exp,12,0
2015 - Spring,ART349,Advjewelry and Small Metals,10,0
2015 - Spring,ART496,Honors Small Metals,19,0
2015 - Spring,ART325,Life Drawing II,18,0
2015 - Spring,ART329,Advanced Painting,16,0
2015 - Spring,ART480,Analog Masters,14,0
2015 - Spring,ART321,Intermediate Drawing,23,0
2015 - Spring,ART495,Directed Studies,10,0
2015 - Spring,ART498S,Service Learning and Art Ed II,13,0
2015 - Spring,ART396B,Printmaking Workshop,17,0
2015 - Spring,ART350,"Intermed Ceramics,  High Fire",26,0
2015 - Spring,ART356,Museum and Gallery Practices,17,0
2015 - Spring,ART347,Advanced Sculpture,13,0
2015 - Spring,ART358,Art Structure,19,0
2015 - Spring,ART373,Illustration II,16,0
2015 - Spring,COMM411,Organizational Communication,27,0
2015 - Spring,COMM495,Field Experience In Speech Com,18,0
2015 - Spring,COMM110,Intercollegiate Spch and Debat,21,0
2015 - Spring,COMM319,Communication Research,26,0
2015 - Spring,COMM312,Group Communication,26,0
2015 - Spring,CRGS313,Community Activism,22,0
2015 - Spring,CRGS491,Mentoring,10,0
2015 - Spring,ES306,Narrating Genocide,29,0
2015 - Spring,ES310,U.S. and Mexico Border,20,0
2015 - Spring,WS320,Act To End Violence Seminar,14,0
2015 - Spring,ES107,Chican@ and Latin@ Lives,28,0
2015 - Spring,CRGS430,Queer Across Cultures,16,0
