Year Term,Course Code,Course Title,Enrollment,Number Non-passing
2017 - Spring,CD354,Methods of Observation,24,1
2017 - Spring,ART358,Art Structure,25,1
2017 - Spring,COMM315,Communication and Soc. Advocac,25,1
2017 - Spring,MATH241,Elements of Linear Algebra,25,1
2017 - Spring,PHYX109,"Gen Phyx I,  Mechanics",25,1
2017 - Spring,SW355,Social Agency Experience,25,1
2017 - Spring,PSCI412,Legal Research,26,1
2017 - Spring,PHYX111,"Gen Phyx III,  Optics",26,1
2017 - Spring,CD211S,"Perspectives, Professional Dev",26,1
2017 - Spring,KINS455,Exercise Prescriptn and Leader,26,1
2017 - Spring,COMM108,Oral Interpretation,27,1
2017 - Spring,ENGL424,Communication In Writing I,27,1
2017 - Spring,BA448,Consumer Behavior,27,1
2017 - Spring,REC345,Environmental Education,27,1
2017 - Spring,FOR359,Ca and Us Forest and Wildland,28,1
2017 - Spring,REC420,Legal and Fin Aspects Recreati,28,1
2017 - Spring,REC210,Recreation Leadership,28,1
2017 - Spring,COMM300,American Public Discourse,29,1
2017 - Spring,COMM322,Intercult Communication,29,1
2017 - Spring,CRIM225,Inequalities and Crime,29,1
2017 - Spring,COMM404,Theories of Comm Influence,30,1
2017 - Spring,KINS384,Curr and Instr Strategies - Pe,30,1
2017 - Spring,ANTH485,Grad School Prep,31,1
2017 - Spring,COMM319,Communication Research,31,1
2017 - Spring,CD109Z,Amer Sign Language II,31,1
2017 - Spring,CD109Y,Amer Sign Language Level I,31,1
2017 - Spring,PE362,Advanced Scuba,31,1
2017 - Spring,PHIL303,Theories of Ethics,32,1
2017 - Spring,CRIM410,Criminology Theory,32,1
2017 - Spring,BA455,Govt'l and Nonprofit Accountin,32,1
2017 - Spring,PSYC454,Interviewing and Counslng Tech,32,1
2017 - Spring,SOC320,Social Ecology,34,1
2017 - Spring,DANC400,Bodyworks,34,1
2017 - Spring,COMM490,Capstone Experience,35,1
2017 - Spring,SOIL465,Soil Microbiology,35,1
2017 - Spring,CD350,Life-Span Development,35,1
2017 - Spring,SOC305,Modern World Systems,37,1
2017 - Spring,CHEM362,Physical Chemistry II,38,1
2017 - Spring,CS449,Computer Security,39,1
2017 - Spring,EMP325,Environmental Law and Regulati,39,1
2017 - Spring,ENVS350,Princ of Ecologic Restoration,39,1
2017 - Spring,CD355,Language Development,39,1
2017 - Spring,FREN300,African Storytelling,40,1
2017 - Spring,FOR117,Forestry First Year Seminar,40,1
2017 - Spring,SOC330,Social Deviance,41,1
2017 - Spring,WLDF311,Wildlife Techniques,41,1
2017 - Spring,DANC303,Dance In World Cultures,43,1
2017 - Spring,BA482,Internship,43,1
2017 - Spring,KINS425,Strength and Conditioning,43,1
2017 - Spring,CS461,Computational Models,44,1
2017 - Spring,PSYC433,Stress and Wellness,45,1
2017 - Spring,BA445,Marketing Communications,46,1
2017 - Spring,BA310,Business Law,47,1
2017 - Spring,BIOL440,Genetics Lab,50,1
2017 - Spring,BA401,Adv Sustainable Mngmnt Apps,50,1
2017 - Spring,WLDF485,Senior Seminar Wildlife Mgmt,51,1
2017 - Spring,SW356,Social Work Field Preparation,51,1
2017 - Spring,SW351,Human Behavior and Social Env,56,1
2017 - Spring,WLDF244,Wildlife Policy and Animal Wel,60,1
2017 - Spring,BA105,Critical Thinking In Org.,60,1
2017 - Spring,BA496,Strategic Management,61,1
2017 - Spring,ES105,Intro To U.S. Ethnic Studies,63,1
2017 - Spring,KINS484,Motor Development Motor Learn,63,1
2017 - Spring,SW455,Social Work Field Experience,73,1
2017 - Spring,SW456,Field Experience Seminar,73,1
2017 - Spring,PSYC337,Personality Theory and Researc,74,1
2017 - Spring,PHYX118,"College Phyx, biologic Applict",85,1
2017 - Spring,ECON309,The Econ of A Sustainable Soc,104,1
2017 - Spring,ANTH410,Anthropology Capstone,37,0
2017 - Spring,ANTH339,Evolutionary Medicine,24,0
2017 - Spring,ANTH357,Field Archaeology,21,0
2017 - Spring,ANTH351,Archaeolog Matls Analysis,24,0
2017 - Spring,ART112,Scientific Drawing I,20,0
2017 - Spring,ART325,Life Drawing II,17,0
2017 - Spring,ART395,Documentary Photography,25,0
2017 - Spring,ART329,Advanced Painting,24,0
2017 - Spring,ART351,"Intermed Ceramics,   Low Fire",24,0
2017 - Spring,ART496,Honors Small Metals,23,0
2017 - Spring,ART373,Illustration II,21,0
2017 - Spring,ART498S,Service Learning and Art Ed II,15,0
2017 - Spring,ART359,Advanced Ceramics,14,0
2017 - Spring,ART122,Life Drawing I,21,0
2017 - Spring,ART456,Museum and Gllry Prctcs Intrns,13,0
2017 - Spring,ART326,Inter Painting,24,0
2017 - Spring,COMM324,Nonverbal Communication,31,0
2017 - Spring,COMM411,Organizational Communication,31,0
2017 - Spring,COMM415,Communication Theory,30,0
2017 - Spring,COMM213,Interpersonal Communication,29,0
2017 - Spring,WS309B,Gender and Communication,10,0
2017 - Spring,ES306,Narrating Genocide,37,0
2017 - Spring,CRGS360,"Race, Gender and Us Law",25,0
2017 - Spring,CRGS491,Mentoring,10,0
2017 - Spring,WS480,Act To End Sexualized Violence,34,0
2017 - Spring,ES480,Act To End Sexualized Violence,10,0
2017 - Spring,WS306,Sex and Clss and Cltr Intrnl S,14,0
2017 - Spring,WS318,Gay and Lesbian Issues In Scho,10,0
2017 - Spring,ENGL320,Practical Criticism,36,0
2017 - Spring,ENGL406,Theory of Composition,19,0
2017 - Spring,ENGL315,"Creative Writing,  Fiction",19,0
2017 - Spring,ENGL436,Integrating Language and Conte,10,0
2017 - Spring,ENGL336,Multicultural Queer Narratives,14,0
2017 - Spring,ENGL200,Academic Wrtg and Revision Wks,28,0
2017 - Spring,ENGL311,Environmental Writing,22,0
2017 - Spring,ENGL490,Senior Project Seminar,27,0
2017 - Spring,ENGL314,"Creative Writing,  Nonfiction",21,0
2017 - Spring,ENGL231,Survey of British Lit,19,0
2017 - Spring,ENGL360,Lawandlit of Slavery andresist,15,0
2017 - Spring,ENGL499,Directed Study,10,0
2017 - Spring,ENGL342,Postcolonial Shakespeares,20,0
2017 - Spring,ENGL316,"Creative Writing,  Poetry",21,0
2017 - Spring,ENGL330,American Literature,17,0
2017 - Spring,ENGL205,Beginning Creative Writing,33,0
2017 - Spring,ENST490,Env. St. Capstone Experience,29,0
2017 - Spring,GEOG472,China and Tibet,19,0
2017 - Spring,GEOG472M,China and Tibet,18,0
2017 - Spring,GSP370,Intermediate Gis,28,0
2017 - Spring,GEOG469,Geography Field Experience,18,0
2017 - Spring,HIST300,The Era of World War I,46,0
2017 - Spring,HIST396,International Latino Film Sem.,12,0
2017 - Spring,HIST397,Sci Fi In The 20th Century,13,0
2017 - Spring,HIST300R,"Era of Wwi, Research Seminar",17,0
2017 - Spring,INTL490,International Studies Capstone,17,0
2017 - Spring,INTL210,Introduction To Int'l Studies,13,0
2017 - Spring,INTL410,Global Issues Analysis,15,0
2017 - Spring,JMC490,The Khsu Experience,10,0
2017 - Spring,JMC322,Editing,25,0
2017 - Spring,JMC328,Law of Mass Communication,34,0
2017 - Spring,JMC355,Advanced Krfh Workshop,17,0
2017 - Spring,JMC325,Magazine Production Workshop,14,0
2017 - Spring,JMC429,Advanced Public Relations,15,0
2017 - Spring,JMC334,Adv Photojournlsm and Photosho,13,0
2017 - Spring,JMC155,Krfh Workshop,23,0
2017 - Spring,JMC324,Magazine Writing,12,0
2017 - Spring,MUS105,The American Musical,12,0
2017 - Spring,MUS407P,Percussion Ensemble,16,0
2017 - Spring,MUS233,"Studio Violin, Int.",13,0
2017 - Spring,MUS385V,Performance Seminar,13,0
2017 - Spring,MUS107C,Calypso Band,10,0
2017 - Spring,MUS107P,Percussion Ensemble - World,12,0
2017 - Spring,MUS406N,Humboldt Chorale,11,0
2017 - Spring,MUS106H,Symphonic Band,12,0
2017 - Spring,MUS385P,Performance Seminar,15,0
2017 - Spring,MUS150,Humboldt Symphony,12,0
2017 - Spring,MUS232,"Studio Percussion, Int.",24,0
2017 - Spring,MUS237,"Studio Guitar, Int.",14,0
2017 - Spring,MUS407C,Calypso Band,20,0
2017 - Spring,MUS406H,Symphonic Band,12,0
2017 - Spring,NAS325,Native Tribes of California,10,0
2017 - Spring,NAS301,Native American Literature,28,0
2017 - Spring,NAS332,Environmental Justice,29,0
2017 - Spring,PHIL485,"Selected Issues, Phil of Lang",15,0
2017 - Spring,PHIL371,Contmpry Soc and Political Phi,12,0
2017 - Spring,PSCI377,Model United Nations II,30,0
2017 - Spring,PSCI485,Senior Seminar In Poli Science,13,0
2017 - Spring,PSCI410,American Constitutional Law,22,0
2017 - Spring,PSCI376,Model United Nations,18,0
2017 - Spring,PSCI159,California Government,40,0
2017 - Spring,RS395,Senior Seminar,12,0
2017 - Spring,SOC482,Internship,20,0
2017 - Spring,CRIM431,Juvenile Delinquency,31,0
2017 - Spring,SOC305M,Modern World Systems For Major,17,0
2017 - Spring,FILM475,Filmmaking IV,18,0
2017 - Spring,TA307,Theatre of The Oppressed,27,0
2017 - Spring,TA104,Story Through Word and Image,30,0
2017 - Spring,TA327,Pre-Production Practicum,17,0
2017 - Spring,TA480,History of Costume,22,0
2017 - Spring,TA326,Performance Practicum,26,0
2017 - Spring,FILM465,Documentary Film Seminar,17,0
2017 - Spring,FILM375,Filmmaking II,16,0
2017 - Spring,DANC488,Dance Performance Ensemble,31,0
2017 - Spring,SPAN396,International Latino Film Sem.,29,0
2017 - Spring,SPAN311,"Level V, Adv Grammar and Cmpst",15,0
2017 - Spring,SPAN208S,Level IV Heritage Speakers,15,0
2017 - Spring,SPAN435,Applied Linguistics,23,0
2017 - Spring,SPAN408S,"Field Exp,  Translation and In",19,0
2017 - Spring,CHIN106,Chinese Level II,12,0
2017 - Spring,SPAN348,Contemporary Hispanic Poetry,21,0
2017 - Spring,FREN107,French Level III,10,0
2017 - Spring,ZOOL310,Animal Physiology,54,0
2017 - Spring,BOT355,Lichens and Bryophytes,24,0
2017 - Spring,BIOL499,Directed Study,81,0
2017 - Spring,BIOL484,Current Topics In Biology,14,0
2017 - Spring,BIOL430,Intertidal Ecology,17,0
2017 - Spring,BIOL410,Cell Biology,53,0
2017 - Spring,BIOL490,Senior Thesis,17,0
2017 - Spring,CHEM495,Undergraduate Research,36,0
2017 - Spring,SCI331,Fund Sci Cncpt In Elem Educ,23,0
2017 - Spring,SCI431,Nature  Pract of Sci-Elem Educ,24,0
2017 - Spring,CS444,Robotics,21,0
2017 - Spring,ENGR480,Student Competitions Prep,16,0
2017 - Spring,ENGR440,Hydrology I,22,0
2017 - Spring,ENGR410,Environ. Impact Assessment,18,0
2017 - Spring,ENGR492,Capstone Design Project,14,0
2017 - Spring,ENGR351,Water Quality and Envrmtl Heal,35,0
2017 - Spring,ENGR305,Appropriate Technology,24,0
2017 - Spring,ENGR215,Intro To Design,38,0
2017 - Spring,ENGR416,Transport Phenomena,24,0
2017 - Spring,EMP475,Senior Planning Practicum,21,0
2017 - Spring,ENVS450,Applied Ecological Restoration,28,0
2017 - Spring,EMP430,Nat Res Mgmt Protected Areas,26,0
2017 - Spring,ENVS370,"Energy, Technology and Society",13,0
2017 - Spring,EMP453,Env Edu and Interp Pract Graph,15,0
2017 - Spring,EMP365,Local Government Planning,30,0
2017 - Spring,ENVS411,Sustainable Campus,39,0
2017 - Spring,EMP460,Env. Planning For Public Lands,21,0
2017 - Spring,FISH499,Directed Study,16,0
2017 - Spring,FISH471,Fish Diseases,18,0
2017 - Spring,FISH320L,Limnology Practicum,14,0
2017 - Spring,FISH220,Water Resources and Conservati,18,0
2017 - Spring,FISH460,Principles Fishery Management,26,0
2017 - Spring,FISH434,Biology of Pacific Salmon,23,0
2017 - Spring,FOR170,"Conclave,  Logging Sprts Cmptn",48,0
2017 - Spring,SOIL460,Forest and Range Soils Mgmt,28,0
2017 - Spring,FOR475,Forest Mgmt Decision Making,13,0
2017 - Spring,FOR307,California Forests and Woodlan,22,0
2017 - Spring,FOR423,Wildland Fuels Management,16,0
2017 - Spring,WSHD424,Watershed Hydrology,27,0
2017 - Spring,SOIL468,Introduction To Agroforestry,34,0
2017 - Spring,SOIL363,Wetland Soils,28,0
2017 - Spring,RRS475,Advanced Study Range Plants,14,0
2017 - Spring,FOR431,Forest Restoration,47,0
2017 - Spring,GEOL110,Field Geol of The Western Us,15,0
2017 - Spring,GEOL305,Life Fossils and Evolution,22,0
2017 - Spring,GEOL455,Geology Colloquium,10,0
2017 - Spring,GEOL306,General Geomorphology,36,0
2017 - Spring,GEOL485,Senior Seminar,24,0
2017 - Spring,GEOL335,Geology Field Methods II,15,0
2017 - Spring,GEOL314,Optical Mineralogy-Petrography,19,0
2017 - Spring,STAT333,Linear Regression Models and A,26,0
2017 - Spring,MATH361,Intro To Math Modeling (4) S.,16,0
2017 - Spring,MATH308C,Math For Elementary Education,17,0
2017 - Spring,OCN320,Physical Oceanography,14,0
2017 - Spring,OCN485,Oceanography Seminar,12,0
2017 - Spring,OCN410,Zooplankton Ecology,12,0
2017 - Spring,OCN420,Oceans and Climate,26,0
2017 - Spring,OCN330,Chemical Oceanography,25,0
2017 - Spring,PHYX495,Undergraduate Research,17,0
2017 - Spring,PHYX361,Galaxies and Cosmology,12,0
2017 - Spring,PHYX441,Electricity and Magnetism I,13,0
2017 - Spring,WLDF490,Honors Thesis,14,0
2017 - Spring,WLDF480,Wildlife Conclave,24,0
2017 - Spring,WLDF482,Wildlife Conclave,21,0
2017 - Spring,WLDF422,Wildlife Mgmt (Mammals),24,0
2017 - Spring,WLDF480L,Urban Wildlife Ecology Lab,24,0
2017 - Spring,BA475,International Management,53,0
2017 - Spring,BA452,"Cost Acctg, Planning and Contr",35,0
2017 - Spring,BA464,International Business Finance,31,0
2017 - Spring,BA441,Retail Services Marketing,49,0
2017 - Spring,CD499,Asl Internship,10,0
2017 - Spring,CD356,Curriculum Develop Early Child,28,0
2017 - Spring,CD255,Early Childhood Development,33,0
2017 - Spring,AIE335,Social  and Cultural Considera,34,0
2017 - Spring,CD357,Early Literacy,30,0
2017 - Spring,CD310,Perspectives and History andth,39,0
2017 - Spring,CD251,"Chldrn, Families and Their Com",40,0
2017 - Spring,CD479,Policy Analysis and Advocacy,29,0
2017 - Spring,CD352,Parent-Child Relationships,29,0
2017 - Spring,ECON323D,Econ Hist of U.S.-Addl Depth,15,0
2017 - Spring,ECON309D,Econ Sustain Society-Add Depth,57,0
2017 - Spring,EED310,Explrng Teach As A Career,23,0
2017 - Spring,KINS482,Internship In Kines On-Campus,20,0
2017 - Spring,KINS460,Hpl Techniques,32,0
2017 - Spring,KINS339,Group Exercise Instruction,29,0
2017 - Spring,KINS325,Health-Related Exercise,20,0
2017 - Spring,HED344,Weight Control,39,0
2017 - Spring,REC485,Senior Seminar-Majors,25,0
2017 - Spring,REC365,Travel Industry Management,10,0
2017 - Spring,REC330,Adventure Theory and Practice,26,0
2017 - Spring,KINS490,Practica,22,0
2017 - Spring,KINS276,Technique In Athletic Training,34,0
2017 - Spring,KINS487,Biomechanics Lab Techniques,12,0
2017 - Spring,REC302,Inclusive Recreation,45,0
2017 - Spring,KINS329,Games Concepts - 2,14,0
2017 - Spring,HED405,School Health Programs,15,0
2017 - Spring,REC480,Expedition Planning and Ldrshp,16,0
2017 - Spring,LSEE380L,Math Practicum At Elem School,34,0
2017 - Spring,LSEE312,Soc Studs and Scie Fldwk Obs a,16,0
2017 - Spring,LSEE380,Math In The Elem Classroom,34,0
2017 - Spring,LSEE412,Senior Capstone,13,0
2017 - Spring,LSEE311,Math Fldwrk Obsrvtn and Semina,24,0
2017 - Spring,PSYC497,Mentoring,40,0
2017 - Spring,PSYC480,"Death, Dying, and Grief",45,0
2017 - Spring,PSYC487,Evolutionary Psychology,51,0
2017 - Spring,PSYC495,Research In Psych,39,0
2017 - Spring,PSYC473,Substance Use and Abuse,42,0
2015 - Spring,BIOL104,General Biology,232,106
2015 - Spring,MATH115,Algebra and Elementary Functio,320,93
2015 - Spring,STAT108,Elementary Statistics,316,81
2015 - Spring,BOT105,General Botany,289,79
2015 - Spring,CHEM109,General Chemistry,252,78
2015 - Spring,HIST111,U.S. History Since 1877,306,68
2015 - Spring,PE289,"Yoga, Advanced",248,61
2015 - Spring,RS394,Orthodox Christian Weekend,125,59
2015 - Spring,ZOOL110,Introductory Zoology,222,58
2015 - Spring,ENGL103,Composition and Rhetoric B,439,55
2015 - Spring,PHIL100,Logic,258,51
2015 - Spring,COMM100,Fund Speech Comm,568,51
2015 - Spring,STAT109,Introductory Biostatistics,194,47
2015 - Spring,MATH105,Calculus and Bio Sci and Nat R,165,43
2015 - Spring,PE259,Yoga,218,43
2015 - Spring,MUS104,Intro To Music,144,42
2015 - Spring,BOT350,Plant Taxonomy,147,42
2015 - Spring,BIOL105,Principles of Biology,238,42
2015 - Spring,PSYC104,Intro Psychology,236,40
2015 - Spring,MATH109,Calculus I,82,38
2015 - Spring,CHEM110,General Chemistry,235,38
2015 - Spring,CHEM328,Brief Organic Chemistry,97,36
2015 - Spring,CHEM198,Supplemental Instruction,203,36
2015 - Spring,BIOL340,Genetics,159,35
2015 - Spring,GEOL106,Earthquake Country,246,35
2015 - Spring,HIST110,U.S. History To 1877,102,34
2015 - Spring,PSCI110,American Government,604,34
2015 - Spring,BOT198,Bot 105 Supplemental Instruct,103,31
2015 - Spring,FILM102,Intro Radio and Tv and Film,79,30
2015 - Spring,SW104,Intro To Sw and Sw Institution,102,30
2015 - Spring,MATH42,Beginning Algebra,62,29
2015 - Spring,ZOOL356,Mammalogy,85,29
2015 - Spring,ANTH104,Cultural Anthropology,107,29
2015 - Spring,HED400,Sound Mind-Sound Body,266,29
2015 - Spring,PE157,Weight Training Ind and Beginn,148,28
2015 - Spring,MATH44,Intermediate Algebra,164,28
2015 - Spring,ENGL104,Accelerated Comp and Rhetoric,160,27
2015 - Spring,MUS301,"Rock,  An American Music",113,25
2015 - Spring,BIOL102L,Human Biology Lab,113,25
2015 - Spring,BIOL102,Human Biology,172,25
2015 - Spring,PSYC100,Psych of Critical Thinking,90,24
2015 - Spring,PE144,Stretch and Relaxation Techniq,137,24
2015 - Spring,RS105,World Religions,228,24
2015 - Spring,ART103,Introduction To Art History,100,23
2015 - Spring,SOC280,The Emerald Triangle,85,22
2015 - Spring,GSP101,Geospatial Concepts,209,22
2015 - Spring,PE158,Strength Fitness,315,21
2015 - Spring,MATH113,College Algebra,58,20
2015 - Spring,ANTH105,Archaeology and World Prehisto,77,19
2015 - Spring,PE119,Aerobics Beginning,87,19
2015 - Spring,PE146,Fitness Swimming Beginning,73,18
2015 - Spring,MATH110,Calculus II,75,18
2015 - Spring,ECON210,Principles of Economics,80,18
2015 - Spring,PE116,Basketball,56,17
2015 - Spring,ZOOL198,Zool 110 Supplemental Instruct,57,17
2015 - Spring,PSYC335,Social Psychology,80,17
2015 - Spring,PSYC242,Intro Psych Research Design,84,17
2015 - Spring,OCN109,General Oceanography,87,17
2015 - Spring,MATH103,Contemporary Mathematics,107,17
2015 - Spring,SOC104,Introductory Sociology,138,17
2015 - Spring,ZOOL113,Human Physiology,59,16
2015 - Spring,BA360,Principles of Finance,94,16
2015 - Spring,GEOG105,Cultural Geography,97,16
2015 - Spring,HED231,Basic Human Nutrition,50,15
2015 - Spring,SPAN106L,Spanish Laboratory Level II,51,15
2015 - Spring,ANTH302,Anthropology of Religion,65,15
2015 - Spring,FOR100,"Crit Thnkng, soc and Env Respo",82,15
2015 - Spring,FILM306,Art of Film and 1950 To Presen,83,15
2015 - Spring,MATH114,Trigonometry,50,14
2015 - Spring,ZOOL270,Human Anatomy,69,14
2015 - Spring,EMP105,Natural Resource Conservation,95,14
2015 - Spring,CHEM107,Fundamentals of Chemistry,112,14
2015 - Spring,SOIL260,Introduction To Soil Science,122,14
2015 - Spring,JMC309,Analyzing Mass Media Messages,77,13
2015 - Spring,EMP305,Environ Conflict Resolution,80,13
2015 - Spring,PSYC324,Cognitive Psychology,90,13
2015 - Spring,BIOL198,Supplemental Instruction,106,13
2015 - Spring,PHYX106,"Col Phyx,  Mechanics and Heat",129,13
2015 - Spring,ENGL200,Academic Wrtg and Revision Wks,38,12
2015 - Spring,ART107,Beginning Printmaking,43,12
2015 - Spring,SPAN105L,Spanish Laboratory Level I,48,12
2015 - Spring,WLDF210,Intro To Wldlfe Conserv and Ad,63,12
2015 - Spring,FOR400,Forestry In Modern Society,69,12
2015 - Spring,ANTH306,Cultures of The Far West U.S.,77,12
2015 - Spring,PSYC300,Psychology of Women,82,12
2015 - Spring,BA250,Financial Accounting,85,12
2015 - Spring,MUS302,Music In World Culture,127,12
2015 - Spring,MUS110,Fundamentals of Music,21,11
2015 - Spring,MATH316,Real Analysis I,23,11
2015 - Spring,PHYX198,Supplemental Instr.Physics 106,28,11
2015 - Spring,PE196,Swing Dance,35,11
2015 - Spring,EMP210,Public Land Use Policy Mgmt,41,11
2015 - Spring,ZOOL312,Human Physiology,45,11
2015 - Spring,ZOOL314,Invertebrate Zoology,50,11
2015 - Spring,CS112,Computer Science Foundations 2,51,11
2015 - Spring,COMM103,Critical Listening and Thinkin,95,11
2015 - Spring,CRGS108,"Pwr and Privilege, gen and Rac",104,11
2015 - Spring,ART104I,20th Century Art,41,10
2015 - Spring,SPAN105,Spanish Level I,51,10
2015 - Spring,PE113,Archery Beginning,55,10
2015 - Spring,ANTH485,Grad School Prep,59,10
2015 - Spring,EMP425,Environmental Impact Assessmt,68,10
2015 - Spring,BA252,Management Accounting,77,10
2015 - Spring,ENGL102,Composition and Rhetoric A,85,10
2015 - Spring,WS107,"Women, Culture, History",118,10
2015 - Spring,ANTH390,E.U. Sociocultural Integration,23,9
2015 - Spring,PE263,Intermediate Yoga,24,9
2015 - Spring,CS111,Computer Science Foundations 1,30,9
2015 - Spring,PHIL104,Asian Philosophy,33,9
2015 - Spring,WS480,Act To End Sexualized Violence,35,9
2015 - Spring,ENGR326,Comp Mthds For Env Eng III,35,9
2015 - Spring,JMC120,Beginning Reporting,38,9
2015 - Spring,PE112,Aikido Beginning,45,9
2015 - Spring,ECON310,Intmed Microtheory and Strateg,49,9
2015 - Spring,ECON104,Contemporary Topics In Econ,52,9
2015 - Spring,KINS380,Structural Kinesiology,72,9
2015 - Spring,PE138,Self Defense,23,8
2015 - Spring,CS232,Python Programming,29,8
2015 - Spring,CS212,Algorithms,37,8
2015 - Spring,PE141,Soccer Beginning,39,8
2015 - Spring,BA451,Intermed Financ Accounting II,40,8
2015 - Spring,PHYX110,"Gen Phyx II,  Electricity, Hea",43,8
2015 - Spring,MATH253,Discrete Mathematics,46,8
2015 - Spring,SOC382,Intro To Social Research,49,8
2015 - Spring,ENGL215,Info Lit and Writers Seminar,51,8
2015 - Spring,PSYC241,Intro Psych Statistics,57,8
2015 - Spring,BOT356,Phycology,62,8
2015 - Spring,ART104J,Art In The United States,64,8
2015 - Spring,EMP400,Inscape and Landscape,66,8
2015 - Spring,ES105,Intro To U.S. Ethnic Studies,73,8
2015 - Spring,PE118,Bowling,79,8
2015 - Spring,PHYX304,Cosmos,88,8
2015 - Spring,ES308,Multicult Perspectvs Amer Soc,108,8
2015 - Spring,NAS306,Native People of North America,180,8
2015 - Spring,ANTH341,Anthropological Linguistics,19,7
2015 - Spring,MATH240,Intro To Mathematical Thought,19,7
2015 - Spring,ANTH318,Ethnography,21,7
2015 - Spring,ANTH359,Arch. of Warfare In New World,21,7
2015 - Spring,ENGR325,Comp Mthds For Env Engnring II,22,7
2015 - Spring,PHIL391,Defensiblility of Relig Belief,24,7
2015 - Spring,HIST109B,Modern Latin America,28,7
2015 - Spring,ENGL105,Introduction To Literature,32,7
2015 - Spring,FILM318,Art of Film Discussion,37,7
2015 - Spring,KINS447,Pharmacology and Ergogenic Aid,37,7
2015 - Spring,CS100,Critical Thinking W and  Compu,40,7
2015 - Spring,JMC105,Intro To Mass Communication,42,7
2015 - Spring,GEOL300,Geology of California,44,7
2015 - Spring,MUS103,Listening To The Movies,57,7
2015 - Spring,ENVS220,Intro To Environmental Policy,62,7
2015 - Spring,ART303,Global Contemporary Art,67,7
2015 - Spring,GEOG106,Physical Geography,70,7
2015 - Spring,RRS306,Wildland Resource Principles,77,7
2015 - Spring,FOR131,Forest Ecology,77,7
2015 - Spring,WS106,Intro To Women's Studies,79,7
2015 - Spring,EDUC285,Technology Skills For Educator,79,7
2015 - Spring,EMP435,Grant Proposal Writing,80,7
2015 - Spring,NAS104,Intro To Nat American Studies,84,7
2015 - Spring,BIOL307,Evolution,101,7
2015 - Spring,GSP270,Introduction To Gis,105,7
2015 - Spring,BIOL330,Principles of Ecology,122,7
2015 - Spring,GSP101L,Geospatial Concepts Lab,193,7
2015 - Spring,CD211,Perspectives and Prof Developm,19,6
2015 - Spring,FREN105L,French Laboratory Level I,21,6
2015 - Spring,PHIL425,Philosophy of Science,22,6
2015 - Spring,MATH313,Ordinary Differential Equation,22,6
2015 - Spring,RS341,Spiritual Traditions of India,24,6
2015 - Spring,ENGR330,Mech and Science of Materials,26,6
2015 - Spring,ENGL120,Intro To English Major,28,6
2015 - Spring,CS328,Web Apps Using Databases,28,6
2015 - Spring,DANC240,African Dance,33,6
2015 - Spring,CD109Y,Amer Sign Language Level I,34,6
2015 - Spring,ANTH410,Anthropology Capstone,39,6
2015 - Spring,CHEM321,Organic Chemistry,40,6
2015 - Spring,SOC308,Soc of Altruism and Compassion,44,6
2015 - Spring,BOT359,Ascomycetes and Basidiomycetes,44,6
2015 - Spring,FISH310,Ichthyology,45,6
2015 - Spring,GEOL308,Natural Disasters,47,6
2015 - Spring,MUS108V,Beginning Voice,48,6
2015 - Spring,SOC372,Proseminar,50,6
2015 - Spring,WLDF431,Ecol and Mgmt of Upland Habita,50,6
2015 - Spring,SPAN106,Spanish Level II,51,6
2015 - Spring,WLDF365,Ornithology I,51,6
2015 - Spring,PHIL107,Intro To Philosophy,63,6
2015 - Spring,MATH103I,Mathematics As A Liberal Art,63,6
2015 - Spring,BIOL412,General Bacteriology,64,6
2015 - Spring,ECON323,Economic History of The U.S.,65,6
2015 - Spring,EMP215,Nat Res and Recreation,73,6
2015 - Spring,ENVS308,Ecotopia,82,6
2015 - Spring,ART301,Renaissance and Baroque Prints,103,6
2015 - Spring,MUS314,Theory III,14,5
2015 - Spring,PE125,Fencing Beginning,14,5
2015 - Spring,TA230,Theatre and Film Aesthetics,18,5
2015 - Spring,GERM106L,German Laboratory Level II,19,5
2015 - Spring,GEOL300L,Geology of California Lab,21,5
2015 - Spring,FREN106L,French Laboratory Level II,22,5
2015 - Spring,SED210,Early Fldwrk Exp In Schools,22,5
2015 - Spring,ENGL424,Communication In Writing I,23,5
2015 - Spring,GEOG352,Regional Climatology,24,5
2015 - Spring,PHIL345,"History of Phil,  China",24,5
2015 - Spring,SPAN107L,Spanish Laboratory Level III,25,5
2015 - Spring,CHEM438,Introductory Biochemistry,26,5
2015 - Spring,CD354,Methods of Observation,27,5
2015 - Spring,PE140,Tai Chi Chuan Beginning,27,5
2015 - Spring,HIST105,Western Civ. Since 1650,28,5
2015 - Spring,SOIL465,Soil Microbiology,28,5
2015 - Spring,PSCI230,Intro To Cmprtive Politics,29,5
2015 - Spring,ENGL225,Intro To Language Analysis,30,5
2015 - Spring,CD255,Early Childhood Development,35,5
2015 - Spring,ART109,Beg Sculpture,36,5
2015 - Spring,MUS108G,Beginning Acoustic Guitar,38,5
2015 - Spring,PSCI303,Third World Politics,39,5
2015 - Spring,FOR223,Introduction To Wildland Fire,41,5
2015 - Spring,GEOL109,General Geology,41,5
2015 - Spring,KINS379,Exercise Physiology,41,5
2015 - Spring,JMC328,Law of Mass Communication,42,5
2015 - Spring,SOC282L,Sociological Statistics Lab,43,5
2015 - Spring,PE282,D.A.N. Oxygen Provider Cert.,44,5
2015 - Spring,WLDF450,Principles Wildlife Diseases,47,5
